title,author,series,publisher,year_published,genre,votes,awards,average_rating,rating_count,review_count,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Titanic Locket,['Suzanne Weyn'],(The Haunted Museum #1),Scholastic Paperbacks,2014,"['Historical-Historical Fiction', 'Fiction', 'Mystery', 'Childrens-Middle Grade']","[6, 6, 5, 5]",['No awards'],4.02,574,86,238,167,122,37,10
Nightlight: A Parody,['The Harvard Lampoon'],(Lampoon Parodies),Vintage,2009,"['Humor', 'Young Adult', 'Paranormal-Vampires', 'Fantasy', 'Fiction']","[265, 190, 178, 130, 126]",['No awards'],3.07,9827,1671,1811,1812,2812,2048,1344
A Spell of Time,['Bella Forrest'],(A Shade of Vampire #10),Unknown,2015,"['Paranormal-Vampires', 'Fantasy', 'Fantasy-Paranormal', 'Romance']","[46, 28, 26, 24]",['No awards'],4.37,5798,134,3192,1744,716,116,30
Lauren Conrad Style,"['Lauren Conrad', ' Elise Loehnen']",Standalone,HarperCollins,2010,"['Nonfiction', 'Couture-Fashion']","[131, 96]",['No awards'],3.99,5257,340,1977,1711,1202,277,90
Sunborn,['Jeffrey A. Carver'],(Chaos Chronicles #4),Tor Books,2008,"['Science Fiction', 'Fiction']","[40, 9]",['No awards'],3.94,454,29,147,175,101,20,11
From Sit to Gundog,['Steven B Reider'],Standalone,Unknown,2020,['No genre'],[0],['No awards'],5.0,2,0,2,0,0,0,0
Kaguya Hime: A Tale of the Bamboo Cutter,"['Melissa Mahinay', ' Melissa M. Futrell']",Standalone,Createspace,2012,"['Literature-Asian Literature', 'Childrens']","[1, 1]",['No awards'],4.0,11,0,7,1,1,0,2
Death's Daughter,['Amber Benson'],(Calliope Reaper-Jones #1),Ace,2009,"['Fantasy', 'Fantasy-Urban Fantasy', 'Fantasy-Paranormal', 'Fiction', 'Paranormal-Demons']","[211, 205, 102, 61, 32]",['No awards'],3.22,3216,520,453,882,1076,522,283
"Reader's Digest Condensed Books, 1993 #1, Volume #205","[""Reader's Digest Association"", ' James Herriot', ' Mary Higgins Clark', ' Anne Rivers Siddons', ' William J. Coughlin']",Standalone,The Reader's Digest Association,1993,['Anthologies'],[1],['No awards'],3.55,11,1,3,4,2,0,2
Entangled Moments,['Dori Lavelle'],(Moments in Time #1),CreateSpace,2013,"['Romance', 'Romance-Contemporary Romance']","[13, 10]",['No awards'],3.76,189,53,54,72,37,16,10
The Fireman's Wife,['Susan Farren'],Standalone,Hachette Books,2006,"['Autobiography-Memoir', 'Nonfiction']","[3, 2]",['No awards'],3.89,103,18,30,40,25,8,0
Mackenzie's Mission,['Linda Howard'],(Mackenzie Family #2),Silhouette,1992,"['Romance', 'Romance-Contemporary Romance', 'Contemporary', 'Romance-Romantic Suspense', 'War-Military Fiction']","[294, 147, 97, 97, 49]",['No awards'],4.09,7033,268,2746,2515,1457,257,58
"Contos Humorísticos (Biblioteca de Verão JN 2011, #16)","['William Saroyan', ' V.S. Pritchett', ' Thomas Wolfe', ' F. Scott Fitzgerald', ' Margarida Pereira', ' Juliana Silva', ' H. da Silva Letra']",Standalone,Rosto Editora,2011,['Short Stories'],[2],['No awards'],2.69,16,2,1,1,9,2,3
Call Me Tuesday,['Leigh Byrne'],Standalone,Create Space,2012,"['Nonfiction', 'Autobiography-Memoir', 'Crime-True Crime']","[41, 23, 20]",['No awards'],4.2,7109,508,3225,2484,1068,246,86
المشروع الحضاري نحو فهم جديد للواقع,['عبد الكريم بكار'],Standalone,دار السلاÙ,2005,"['Philosophy', 'Religion']","[3, 2]",['No awards'],3.82,88,18,23,34,24,6,1
The Accursed,['Joyce Carol Oates'],(The Gothic Saga #5),Fourth Estate,2013,"['Fiction', 'Historical-Historical Fiction', 'Horror', 'Gothic', 'Fantasy', 'Historical', 'Literary Fiction']","[237, 231, 162, 78, 50, 46, 40]","['Shirley Jackson Award Nominee for Novel (Finalist) (2013)', ' Goodreads Choice Award Nominee for Horror (2013)']",3.2,5485,1128,751,1570,1674,1001,489
Španske počitnice,['Madeleine Wickham'],Standalone,Učila International,2001,"['Womens Fiction-Chick Lit', 'Fiction', 'Romance', 'Contemporary']","[470, 141, 87, 44]",['No awards'],3.28,22815,1091,3824,5596,8141,3764,1490
The Underground City,['Jules Verne'],(Extraordinary Voyages series #16),"Filiquarian Publishing, LLC.",1877,"['Classics', 'Fiction', 'Science Fiction', 'Adventure']","[65, 53, 36, 26]",['No awards'],3.62,1828,104,377,616,629,171,35
Punk Skunks,"['Trisha Speed Shaskan', ' Stephen Shaskan']",Standalone,HarperCollins,2016,"['Childrens-Picture Books', 'Music', 'Animals', 'Childrens', 'Fiction', 'Childrens-Storytime']","[39, 9, 6, 5, 3, 3]",['No awards'],3.34,180,40,32,35,81,27,5
Confessions of a Faithful Woman,['Milele'],Standalone,CreateSpace,2012,['No genre'],[0],['No awards'],4.75,16,2,13,2,1,0,0
Collected Ghost Stories,['M.R. James'],(The Complete Ghost Stories of M.R. James #1-2),Wordsworth Editions Ltd,1931,"['Horror', 'Short Stories', 'Classics', 'Fiction', 'Gothic', 'Horror-Ghost Stories', 'Paranormal-Ghosts']","[504, 246, 164, 157, 86, 78, 62]",['No awards'],4.16,6160,326,2810,1966,1040,256,88
Blade Silver: Color Me Scarred,['Melody Carlson'],(TrueColors #7),Th1nk Books,2005,"['Young Adult', 'Christian', 'Fiction', 'Christian Fiction']","[37, 26, 19, 17]",['No awards'],3.92,1877,129,732,505,441,151,48
Robin: Lady of Legend (The Classic Adventures of the Girl Who Became Robin Hood),['R.M. ArceJaeger'],Standalone,Platypus Press,2012,"['Fantasy', 'Historical-Historical Fiction', 'Young Adult', 'Romance', 'Retellings']","[100, 76, 70, 43, 34]",['No awards'],3.98,2574,247,887,967,551,129,40
Frostbite,['Richelle Mead'],(Vampire Academy #2),Razorbill,2008,"['Young Adult', 'Paranormal-Vampires', 'Fantasy', 'Fantasy-Paranormal', 'Romance']","[4563, 3700, 3332, 2451, 1837]",['No awards'],4.28,301422,11173,153804,94313,41516,8420,3369
A Medicine for Melancholy and Other Stories,['Ray Bradbury'],Standalone,Avon Books,1959,"['Short Stories', 'Science Fiction', 'Fiction', 'Classics', 'Fantasy']","[359, 251, 132, 111, 79]",['No awards'],4.16,7865,577,3317,2875,1340,271,62
Billy Budd and Other Stories,"['Herman Melville', ' Frederick Busch']",Standalone,Penguin Books,1853,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'Literature-19th Century']","[149, 115, 81, 39, 20]",['No awards'],3.57,3598,172,828,1157,1035,384,194
The Keep,['F. Paul Wilson'],(Adversary Cycle #1),Tor Books,1981,"['Horror', 'Fiction', 'Fantasy', 'Paranormal-Vampires', 'Thriller', 'Historical-Historical Fiction', 'Fantasy-Supernatural', 'Mystery', 'Fantasy-Paranormal', 'War']","[745, 172, 131, 88, 67, 55, 35, 33, 28, 21]","['Locus Award Nominee for Best Fantasy Novel (1982)', ' Balrog Award Nominee for Best Novel (1982)']",3.99,17041,652,6172,5995,3760,834,280
Regarding Ducks and Universes,['Neve Maslakovic'],Standalone,AmazonEncore,2011,"['Science Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Humor', 'Audiobook', 'Science Fiction Fantasy', 'Science Fiction-Alternate History', 'Novels', 'Speculative Fiction']","[83, 33, 30, 16, 6, 3, 3, 3, 3, 3]",['No awards'],3.4,1430,202,177,508,507,184,54
Azazel,['Isaac Asimov'],Standalone,"Plaza & Janés, S.A.",1988,"['Fantasy', 'Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Anthologies', 'Science Fiction Fantasy', 'Literature-American', 'Humor-Comedy', 'Criticism']","[165, 95, 67, 55, 31, 9, 9, 8, 7, 6]",['No awards'],3.72,3427,146,812,1234,1050,266,65
Dear Su Yen: A Young Woman From Taiwan Discovers England And Discovers Herself,"['Su-Yen Hu', ' Roy Preece']",Standalone,Snowflake Books,2010,['No genre'],[0],['No awards'],4.67,9,2,7,1,1,0,0
Szepty Dzieci Mgły i inne opowiadania,['Trudi Canavan'],Standalone,Galeria Książki,1998,"['Fantasy', 'Science Fiction Fantasy']","[25, 2]",['No awards'],3.68,353,3,74,131,114,29,5
T2: Rising Storm,['S.M. Stirling'],(T2 #2),Unknown,2002,"['Science Fiction', 'Fiction']","[28, 12]",['No awards'],3.93,582,23,183,219,143,28,9
Mimesis: The Representation of Reality in Western Literature,"['Erich Auerbach', ' Willard R. Trask']",Standalone,Princeton University Press,1942,"['Criticism-Literary Criticism', 'Nonfiction', 'Philosophy', 'Criticism', 'Literature', 'Philosophy-Theory']","[117, 117, 87, 55, 43, 42]",['No awards'],4.25,3057,127,1535,945,431,107,39
Akhenaten,['Dorothy Porter'],Standalone,Serpent's Tail,1992,"['Poetry', 'Cultural-Australia', 'Historical-Historical Fiction']","[14, 2, 2]",['No awards'],3.77,111,14,28,44,28,7,4
Amanda,['Kay Hooper'],Standalone,Bantam,1995,"['Romance', 'Romance-Romantic Suspense', 'Mystery', 'Fiction', 'Suspense']","[62, 34, 32, 18, 17]",['No awards'],3.9,1817,63,576,618,515,84,24
Zen Ties,['Jon J. Muth'],(Zen #2),Scholastic Press,2008,"['Childrens-Picture Books', 'Childrens', 'Poetry']","[200, 60, 28]",['NAIBA Book of the Year for Picture Book (2008)'],4.2,2116,232,955,721,364,61,15
The Death of Vultures,['Susan Wingate'],Standalone,Roberts Press,2018,['Fiction'],[2],['No awards'],3.94,51,26,23,11,12,1,4
The Unwanted: A Memoir of Childhood,['Kien Nguyen'],Standalone,Back Bay Books,2002,"['Nonfiction', 'Autobiography-Memoir', 'Biography', 'Cultural-Asia']","[64, 39, 29, 17]",['No awards'],4.28,2076,239,1029,692,273,62,20
The Weight of Zero,['Karen Fortunati'],Standalone,Delacorte Press,2016,"['Young Adult', 'Mental Health-Mental Illness', 'Health-Mental Health', 'Contemporary', 'Realistic Fiction']","[105, 78, 73, 71, 30]",['No awards'],4.22,1614,300,715,602,249,36,12
Only Mine,['Susan   Mallery'],(Fool's Gold #4),HQN,2011,"['Romance', 'Romance-Contemporary Romance', 'Contemporary', 'Womens Fiction-Chick Lit']","[414, 176, 107, 50]",['No awards'],4.11,12600,546,4828,4842,2502,363,65
"Kau, Aku & Sepucuk Angpau Merah",['Tere Liye'],Standalone,Gramedia Pustaka Utama,2012,"['Novels', 'Romance', 'Fiction', 'Asian Literature-Indonesian Literature', 'Contemporary', 'Love', 'Family', 'Literature-Asian Literature', 'Womens Fiction-Chick Lit', 'Realistic Fiction-Slice Of Life']","[49, 42, 18, 12, 4, 4, 3, 2, 2, 2]",['No awards'],4.15,6642,615,2893,2323,1071,238,117
Nobody's Fool,['Richard Russo'],(Sully #1),Vintage,1993,"['Fiction', 'Humor', 'Literary Fiction', 'Contemporary', 'Literature']","[638, 81, 56, 49, 39]",['No awards'],4.11,25059,1906,9183,10727,4087,784,278
"Chobits, Vol. 4","['CLAMP', ' Shirley Kubo']",(Chobits #4),Tokyopop,2001,"['Sequential Art-Manga', 'Romance', 'Science Fiction', 'Sequential Art-Graphic Novels', 'Sequential Art-Comics']","[1225, 64, 60, 55, 44]",['No awards'],4.11,5270,67,2282,1617,1068,255,48
Unzipped,['Lois Greiman'],(A Chrissy McMullen Mystery #1),Dell,2005,"['Mystery', 'Romance', 'Mystery-Cozy Mystery', 'Womens Fiction-Chick Lit', 'Fiction', 'Humor']","[91, 35, 29, 27, 15, 14]",['No awards'],3.8,2341,125,657,851,610,150,73
Invisible,['Paul Auster'],Standalone,Henry Holt and Co.,2009,"['Fiction', 'Contemporary', 'Novels']","[401, 86, 56]",['International Dublin Literary Award Nominee (2011)'],3.68,18543,1347,3697,7702,5167,1436,541
A Fabumouse Vacation for Geronimo,['Geronimo Stilton'],(Geronimo Stilton #9),Scholastic,2002,"['Childrens', 'Fiction', 'Fantasy']","[26, 16, 14]",['No awards'],4.19,5638,141,3041,1177,985,299,136
A Brighter Sun,['Sam Selvon'],Standalone,Longman Publishing Group,1953,"['Fiction', 'Literary Fiction', 'Academic-School', 'Historical-Historical Fiction']","[5, 3, 3, 2]",['No awards'],4.06,441,31,183,144,85,15,14
Disciplining the Duchess,['Annabel Joseph'],Standalone,Scarlet Rose Press,2013,"['Erotica-BDSM', 'Romance-Historical Romance', 'Historical', 'Romance', 'Adult Fiction-Erotica', 'Romance-Erotic Romance']","[87, 80, 73, 45, 42, 14]",['No awards'],3.69,1258,127,319,433,357,99,50
Doctor Who: The Face of the Enemy,['David A. McIntee'],(Past Doctor Adventures #7),BBC Books,1998,"['Media Tie In-Doctor Who', 'Science Fiction', 'Fiction']","[59, 12, 8]",['No awards'],3.82,181,23,48,68,51,12,2
In the Shadow of the Warlock Lord,['Terry Brooks'],(The Sword of Shannara - Split Edition #1),Del Rey,1977,"['Fantasy', 'Fiction', 'Fantasy-Epic Fantasy', 'Science Fiction Fantasy', 'Epic', 'Science Fiction']","[142, 11, 8, 6, 2, 2]",['No awards'],4.07,6888,33,3025,2055,1278,336,194
The Dancing Soul of Fire,['Ben  Anderson'],(Last Stand of the Gods Trilogy #1),Ecanus Publishing,2013,['No genre'],[0],['No awards'],4.17,6,0,4,1,0,0,1
Death of the Body,['Rick Chiantaretto'],(Crossing Death #1),Orenda Press,2013,"['Fantasy', 'Fantasy-Paranormal', 'Fantasy-Urban Fantasy']","[11, 9, 7]",['No awards'],3.81,216,73,77,66,43,16,14
The Complete Poems of Dorothy Parker,['Dorothy Parker'],Standalone,Penguin Classics,1944,"['Poetry', 'Classics', 'Fiction']","[300, 24, 11]",['No awards'],4.39,1503,94,822,482,170,22,7
Layla and Majnun,"['Nizami Ganjavi', ' Colin Turner']",(شاهکارهای ادبیات فارسی #37),John Blake,1188,"['Poetry', 'Classics', 'Fiction', 'Romance', 'Literature', 'Novels', 'Cultural-Iran', 'Religion-Islam', 'Historical-Medieval', 'Spirituality']","[86, 42, 41, 34, 18, 18, 16, 9, 7, 6]",['No awards'],3.98,2799,280,1138,801,591,202,67
Whispering Rock,"['Robyn Carr', ' Thérèse Plummer']",(Virgin River #3),MIRA,2007,"['Romance', 'Romance-Contemporary Romance', 'Contemporary', 'Fiction']","[570, 239, 167, 92]",['No awards'],4.17,16038,851,6316,6557,2747,340,78
The Last Sunset,['Bob Atkinson'],Standalone,Greyhart Press,2012,"['Science Fiction-Time Travel', 'Historical-Historical Fiction', 'Fantasy', 'Historical', 'Cultural-Scotland', 'Romance', 'Science Fiction', 'War']","[24, 20, 12, 9, 8, 6, 5, 4]",['No awards'],3.89,144,45,56,40,27,18,3
Taking the Bastile,['Alexandre Dumas'],(Mémoires d'un médecin #3),Kessinger Publishing,1850,"['Classics', 'Fiction', 'Historical-Historical Fiction', 'Cultural-France', 'Novels']","[17, 8, 7, 7, 5]",['No awards'],3.79,316,32,80,120,89,25,2
Физика на тъгата,"['Georgi Gospodinov', ' Георги Господинов', ' Яна Левиева']",Standalone,Жанет-45,2011,"['European Literature-Bulgarian Literature', 'Fiction', 'Cultural-Bulgaria', 'Contemporary']","[76, 66, 32, 24]","['Internationaler Literaturpreis – Haus der Kulturen der Welt Nominee (2014)', ' BTBA Best Translated Book Award Nominee for Fiction Shortlist (2016)', ' PEN Translation Prize Nominee for Angela Rodel (2016)', ' Награда на Столична община за ярки постижения в областта на културата - раздел ""Литература"" (2012)', ' Цветето на Хеликон (2012) Национална награда ""Христо Г. Данов"" for Българска Ñ ÑƒÐ ́Ð3⁄4жÐμсÑ\'Ð2ÐμÐ1⁄2а литература (2012)', ' Prix Jan Michalski (2016)']",4.07,5037,634,2159,1609,879,259,131
Missä kuljimme kerran,"['Kjell Westö', ' Katriina Savolainen']",Standalone,Otava,2006,"['Fiction', 'European Literature-Finnish Literature', 'Historical-Historical Fiction']","[37, 33, 27]","['Finlandia Prize (2006)', ' Varjo-Finlandia (2006)']",3.95,2132,100,644,924,409,122,33
Witch's Pyre,['Josephine Angelini'],(Worldwalker #3),Feiwel & Friends,2016,"['Fantasy', 'Young Adult', 'Fantasy-Paranormal', 'Paranormal-Witches', 'Fantasy-Magic']","[201, 118, 47, 46, 43]",['No awards'],4.1,4019,407,1578,1490,749,159,43
Seven Cuts,['Kady Hunt'],Standalone,Wattpad,2016,"['Young Adult', 'Young Adult-Teen', 'Drama', 'Dark', 'Mental Health-Mental Illness']","[4, 3, 3, 3, 2]",['No awards'],4.09,11,1,5,2,4,0,0
Momma and the Meaning of Life: Tales of Psychotherapy,['Irvin D. Yalom'],Standalone,Harper Perennial Modern Classics,1999,"['Psychology', 'Nonfiction', 'Short Stories']","[225, 55, 18]",['No awards'],4.04,5441,301,1861,2224,1112,205,39
Killer Frost,['Jennifer Estep'],(Mythos Academy #6),Kensington Books,2014,"['Fantasy', 'Young Adult', 'Fantasy-Mythology', 'Fantasy-Paranormal', 'Fantasy-Urban Fantasy', 'Romance']","[249, 224, 215, 114, 96, 79]",['No awards'],4.2,8558,673,3836,2982,1408,269,63
Awaken,"[""Rachel M. Humphrey-D'aigle""]",(Fated Saga #1),Createspace,2011,"['Fantasy', 'Young Adult', 'Fantasy-Magic', 'Fantasy-Paranormal']","[89, 33, 22, 22]",['No awards'],3.82,1825,171,643,528,416,165,73
Love...Under Different Skies,['Nick Spalding'],(Love... #3),Coronet,2013,"['Womens Fiction-Chick Lit', 'Humor-Comedy', 'Fiction', 'Romance']","[8, 6, 6, 5]",['No awards'],4.14,1692,96,755,533,312,70,22
The Gates of Rome,['Conn Iggulden'],(Emperor #1),Dell Books,2002,"['Historical-Historical Fiction', 'Fiction', 'Historical']","[1097, 291, 199]",['No awards'],4.19,21476,915,9078,8394,3148,620,236
Changing the Game,['Jaci Burton'],(Play by Play #2),Berkley Heat,2011,"['Romance', 'Sports-Sports', 'Romance-Contemporary Romance', 'Contemporary Romance-Sports Romance', 'Contemporary', 'Adult Fiction-Erotica', 'Adult', 'Romance-Erotic Romance', 'Sports-Baseball', 'Womens Fiction-Chick Lit']","[550, 397, 276, 270, 209, 178, 77, 76, 48, 34]",['No awards'],4.12,20618,1035,8230,7785,3708,693,202
Bad Elements: Crystal Dragon,"['Lynn Mullican', ' Vic Weiford']",(Bad Elements Series #1),Cryptic Bones Publishing,2010,"['Horror', 'Fantasy-Paranormal', 'Fantasy-Dark Fantasy', 'Shapeshifters-Werewolves', 'Paranormal-Vampires', 'Gothic']","[3, 3, 2, 2, 2, 1]",['No awards'],4.13,70,45,28,28,11,1,2
The Time Keeper,['Mitch Albom'],Standalone,Hachette Books,2012,"['Fiction', 'Fantasy', 'Inspirational']","[1201, 560, 225]",['No awards'],3.86,96127,10018,30265,33310,23763,6831,1958
Miz Lil: And the Chronicles of Grace,['Walter Wangerin Jr.'],Standalone,Zondervan Publishing Company,1988,"['Fiction', 'Christian', 'Religion-Christianity', 'Religion-Faith']","[7, 2, 2, 2]",['No awards'],4.29,124,9,58,48,15,2,1
Benjamin,['Aaron B. Powell'],Standalone,CreateSpace,2012,"['Fiction', 'Drama']","[3, 2]",['No awards'],3.91,70,36,27,21,14,5,3
The First Four Years,"['Laura Ingalls Wilder', ' Garth Williams']",(Little House #9),HarperTrophy,1971,"['Historical-Historical Fiction', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Childrens-Middle Grade', 'Childrens-Juvenile', 'Family', 'Childrens-Chapter Books']","[671, 609, 458, 425, 296, 215, 99, 60, 37, 32]",['No awards'],3.89,33954,1031,10984,11119,9264,2140,447
Merry-Go-Round and Other Words,"['Bryn Fortey', ' Johnny Mains']",Standalone,Alchemy Press,2014,"['Horror', 'Poetry', 'Fiction']","[1, 1, 1]",['No awards'],4.33,6,1,4,1,0,1,0
Resisting Temptation,['K.C. Lynn'],(Men of Honor #3),Createspace Independent Publishing Platform,2014,"['War-Military Fiction', 'Romance', 'Romance-Contemporary Romance', 'New Adult', 'Sociology-Abuse', 'Contemporary', 'Military Fiction-Military Romance', 'Dark', 'Romance-Romantic Suspense', 'Childrens']","[97, 88, 39, 37, 36, 32, 15, 11, 10, 9]",['No awards'],4.54,7204,601,4710,1856,518,80,40
Lost in a Good Book,['Jasper Fforde'],(Thursday Next #2),Penguin Books,2002,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Writing-Books About Books', 'Science Fiction-Time Travel', 'Science Fiction Fantasy', 'Science Fiction-Alternate History', 'Humor-Comedy']","[1966, 1187, 675, 411, 295, 281, 153, 143, 141, 97]",['Dilys Award (2004)'],4.14,48301,2754,17775,21038,8188,1056,244
The Water Wolf,['Thomas  Sullivan'],Standalone,Onyx,2006,"['Fantasy-Paranormal', 'Horror', 'Mystery', 'Thriller']","[4, 3, 2, 2]",['No awards'],3.46,41,14,5,16,13,7,0
When She Was Wicked,['Anne  Barton'],(Honeycote #1),Forever,2013,"['Romance-Historical Romance', 'Romance', 'Historical', 'Historical-Regency', 'Historical-Historical Fiction', 'Adult']","[106, 74, 45, 19, 13, 10]",['No awards'],3.8,881,133,219,367,215,57,23
